ORD,NOMBRE COMPLETO DE LA UNIDAD,Unidad,Unidad Padre,Unidad Abuelo,PROVINCIA,CANTÓN/CIUDAD,PARROQUIA,DIRECCION,REGIONES
475,ALÍCUOTAS DEL SISTEMA DE DEFENSA AA. CONJUNTO,SCDA,E.1 (D.A.P),D.G.T.H,GUAYAS,NARANJAL ,TAURA,GUAYAS  / NARANJAL  / TAURA,COSTA
476,CENTRO DE MANTENIMIENTO DE ANTI-AÉREA CONJUNTA,CE.MTO A.A.C,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
477,INSTITUTO AGROPECUARIO SUPERIOR ANDINO IASA - QUITO,U.F.A-ESPE-IASA,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
478,UNIVERSIDAD DE LAS FUERZAS ARMADAS - ESPE - UNIDAD DE GESTIÓN DE TECNOLOGÍAS,U.F.A-ESPE-UGT,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
479,UNIVERSIDAD DE LAS FUERZAS ARMADAS - SEDE SANTO DOMINGO,U.F.A-ESPE-S.D,C.E.D.F.T,C.G.F.T,STO. DOMINGO DE LOS TSÁCHILAS,STO. DOMINGO DE LOS COLORADOS ,STO. DOMINGO DE LOS CO,STO. DOMINGO DE LOS TSÁCHILAS  / STO. DOMINGO DE LOS COLORADOS  / STO. DOMINGO DE LOS CO,COSTA
480,UNIVERSIDAD DE LAS FUERZAS ARMADAS - ESPE,U.F.A-ESPE,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
481,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE - SANGOLQUÍ,U.F.A ESPE-S,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
482,"ESCUELA SUPERIOR MILITAR ""ELOY ALFARO""",ESMIL,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,POMASQUI,PICHINCHA  / QUITO  / POMASQUI,SIERRA
483,COMANDO Y ESTADO MAYOR DE LA 11-BCB,C.E.M 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
484,COMPAÑIA DE COMUNICACIONES DE LA II.D.E,C.C II.D.E,II.D.E,C.O.T,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
485,DIRECCIÓN DE COMUNICACIÓN SOCIAL DE M.D.N,D.C.S M.D.N,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
486,COMANDO CONJUNTO DE LAS FUERZAS ARMADAS,CC.FF.AA,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
487,COMPAÑIA CUARTEL GENERAL DEL COLOG,C.C.G COLOG (-),NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
488,BANDA DE MÚSICOS II.D.E,B.MUS II.D.E,NO ENCONTRADO,NO ENCONTRADO,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
489,OTRAS INSTITUCIONES DEL ESTADO,O.I.E,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
490,CASA MILITAR PRESIDENCIAL,C.M.P,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
491,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 11 ""HÉROES DEL CENEPA""",UE-COMIL11,C.E.D.F.T,C.G.F.T,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
492,GRUPO DE TRABAJO ZAPOTILLO,G.T ZAPOTILLO,NO ENCONTRADO,NO ENCONTRADO,LOJA,CELICA ,SABANILLA,LOJA  / CELICA  / SABANILLA,SIERRA
493,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 12 ""CAPT. GIOVANNI CALLES""",UE-COMIL12,C.E.D.F.T,C.G.F.T,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
494,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 13 ""PATRIA""",UE-COMIL13,C.E.D.F.T,C.G.F.T,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
495,"UNIDAD DE INGENIERÍA DE CONSTRUCCIONES ""ORIENTE""","U.E.C ""ORIENTE""",NO ENCONTRADO,NO ENCONTRADO,SUCUMBIOS,LAGO AGRIO ,NUEVA LOJA,SUCUMBIOS  / LAGO AGRIO  / NUEVA LOJA,ORIENTE
496,"UNIDAD DE INGENIERÍA DE CONSTRUCCIONES ""SUR""","U.E.C ""SUR""",NO ENCONTRADO,NO ENCONTRADO,EL ORO,SANTA ROSA ,SANTA ROSA,EL ORO  / SANTA ROSA  / SANTA ROSA,COSTA
497,"UNIDAD DE INGENIERÍA DE CONSTRUCCIONES ""CENTRO""","U.E.C ""CENTRO""",NO ENCONTRADO,NO ENCONTRADO,LOS RÍOS,MONTALVO ,MONTALVO,LOS RÁOS  / MONTALVO  / MONTALVO,COSTA
498,"UNIDAD DE INGENIERÍA DE CONSTRUCCIONES ""OCCIDENTE""","U.E.C ""OCCIDENTE""",NO ENCONTRADO,NO ENCONTRADO,GUAYAS,GUAYAQUIL ,TARQUI,GUAYAS  / GUAYAQUIL  / TARQUI,COSTA
499,SUBSECRETARIA GENERAL,S.S.GEN,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
500,DIRECCIÓN DE POLÍTICA DE DEFENSA,DIR.POL,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
501,DIRECCIÓN DE ECONOMÍA DE DEFENSA,D.ECON,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
502,DIRECCIÓN DE APOYO AL DESARROLLO,D.APY,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
503,DIRECCIÓN DE INTERESES NACIONALES,D.I.NAC,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
504,DIRECCIÓN DE COOPERACIÓN INTERINSTITUCIONAL,COOP.INS,CC.FF.AA,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
505,CENTRO DE SISTEMAS TECNOLÓGICOS Y G.E.,C.S.G.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
506,UNIDAD DE MANTENIMIENTO Y TRANSPORTES,UMAT.CEE,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
507,GRUPO DE TRABAJO SHYRIS,G.T SHYRIS,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
508,GRUPO DE TRABAJO MORONA,G.T MORONA,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,SAN JUAN BOSCO ,SAN JUAN BOSCO,MORONA SANTIAGO  / SAN JUAN BOSCO  / SAN JUAN BOSCO,ORIENTE
509,GRUPO DE CONECTIVIDAD,GRUTEL,C.S.G.E,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
510,"CENTRO DE APOYO ELECTRÓNICO ""GUAYAQUIL""",CAE.GUAYAQUIL,C.S.G.E,CC.FF.AA,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
511,"CENTRO DE APOYO ELECTRÓNICO ""COCA""",CAE.COCA,C.S.G.E,CC.FF.AA,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
512,"CENTRO DE APOYO ELECTRÓNICO ""MACHALA""",CAE.MACHALA,C.S.G.E,CC.FF.AA,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
513,"CENTRO DE APOYO ELECTRÓNICO ""CUENCA""",CAE.CUENCA,C.S.G.E,CC.FF.AA,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
514,"CENTRO DE APOYO ELECTRÓNICO ""PASTAZA""",CAE.PASTAZA,C.S.G.E,CC.FF.AA,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
515,"CENTRO DE APOYO ELECTRÓNICO ""LOJA""",CAE.LOJA,C.S.G.E,CC.FF.AA,LOJA,LOJA ,LOJA,LOJA  / LOJA  / LOJA,SIERRA
516,"CENTRO DE APOYO ELECTRÓNICO ""GALÍPAGOS""",CAE.GALAPAGOS,NO ENCONTRADO,NO ENCONTRADO,GALÁPAGOS,SANTA CRUZ ,BALTRA,GALÁPAGOS  / SANTA CRUZ  / BALTRA,INSULAR
517,GRUPO DE SERVICIOS Y APLICACIONES,G.S.A,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
518,GRUPO DE INTELIGENCIA TÉCNICA,G.I.T,COIM.C,CC.FF.AA,PICHINCHA,QUITO ,AMAGUANA,PICHINCHA  / QUITO  / AMAGUANA,SIERRA
519,ESCUADRÓN 547 BASES TRANSPORTABLES,EBT.547,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
520,UNIDAD TRANSPORTABLE DE GUERRA ELECTRÓNICA 1,UTGE-1,G.I.T,COIM.C,SUCUMBIOS,LAGO AGRIO ,NUEVA LOJA,SUCUMBIOS  / LAGO AGRIO  / NUEVA LOJA,ORIENTE
521,UNIDAD TRANSPORTABLE DE GUERRA ELECTRÓNICA 2,UTGE-2,G.I.T,COIM.C,SUCUMBIOS,LAGO AGRIO ,NUEVA LOJA,SUCUMBIOS  / LAGO AGRIO  / NUEVA LOJA,ORIENTE
522,UNIDAD TRANSPORTABLE DE GUERRA ELECTRÓNICA 3,UTGE-3,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
523,UNIDAD TRANSPORTABLE DE GUERRA ELECTRÓNICA 4,UTGE-4,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
524,GRUPO DE TRABAJO GUARANDA,G.T GUARANDA,NO ENCONTRADO,NO ENCONTRADO,BOLÍVAR,GUARANDA ,GUARANDA,BOLIVAR  / GUARANDA  / GUARANDA,SIERRA
525,GRUPO DE TRABAJO TABABELA,G.T TABABELA,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,TABABELA,PICHINCHA  / QUITO  / TABABELA,SIERRA
526,GRUPO DE TRABAJO ESPE LATACUNGA,G.T LATACUNGA,NO ENCONTRADO,NO ENCONTRADO,COTOPAXI,LATACUNGA ,BELISARIO QUEVEDO,COTOPAXI  / LATACUNGA  / BELISARIO QUEVEDO,SIERRA
527,PERSONAL A DISPOSICIÓN DE E.C EN AGREGADURÍAS Y MISIONES DIPLOMÍTICAS MILITARES,D.EC/AGREGADURÃ•A,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
528,PERSONAL A DISPOSICIÓN DE E.C EN MISIONES DE PAZ Y ASISTENCIA HUMANITARIA,D.EC/MPAZ/ASHUM,C.O.T,C.G.F.T,GUAYAS,GUAYAQUIL ,TARQUI,GUAYAS  / GUAYAQUIL  / TARQUI,COSTA
529,GRUPO DE CIBERDEFENSA DEL EJÉRCITO,GRUCIBE,AGR.COM.GE,C.O.T,PICHINCHA,QUITO ,CHAUPICRUZ,PICHINCHA  / QUITO  / CHAUPICRUZ,SIERRA
530,"UNIDAD DE PRODUCCIÓN Y ABASTECIMIENTO ""REMONTA""",UPA-REMONTA,25 COLOG,C.L.T,IMBABURA,IBARRA ,LA ESPERANZA,IMBABURA  / IBARRA  / LA ESPERANZA,SIERRA
531,"BATALLÓN DE INFANTERÍA MOTORIZADO NRO. 35 ""LIBERTADORES""",BIMOT35,13 B.I,I.D.E,STO. DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO ,SANTO DOMINGO CABERA CANTONAL,STO. DOMINGO DE LOS TSÁCHILAS  / SANTO DOMINGO  / SANTO DOMINGO CABERA CANTONAL,COSTA
532,COMANDO DE EDUCACIÓN Y DOCTRINA,C.E.D.F.T,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
533,"BRIGADA DE CABALLERÍA MECANIZADA NRO. 3 ""MANABÍ""",3BCM,NO ENCONTRADO,NO ENCONTRADO,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
534,"DISPENSARIO MÉDICO TIPO ""B"" NRO. 3",DMB3,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
535,CENTRO DE MANTENIMIENTO MECANIZADO,CEMAMEC,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
536,COMPAÑIA CUARTEL GENERAL DE LA II.D.E,C.C.G II.D.E,II.D.E,C.O.T,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
537,COMPAÃ‘ÃA DE GUERRA ELECTRÓNICA,CIA.G.E,AGR.COM.GE,C.O.T,PICHINCHA,QUITO ,CHAUPICRUZ,PICHINCHA  / QUITO  / CHAUPICRUZ,SIERRA
538,UNIDAD LOGÍSTICA PARA DOTACIONES,UNI.LOG.DOT,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
539,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 3,CIC3,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ  / PORTOVIEJO  / PORTOVIEJO,COSTA
540,COMANDO DE APOYO LOGÍSTICO NRO. 3,CAL3,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ  / PORTOVIEJO  / PORTOVIEJO,COSTA
541,BATALLON DE REEMPLAZOS II-DE,B.R II.D.E,NO ENCONTRADO,NO ENCONTRADO,GUAYAS,GUAYAQUIL ,PASCUALES,GUAYAS  / GUAYAQUIL  / PASCUALES,COSTA
542,COMPAÑIA CUARTEL GENERAL DE LA III.D.E,C.C.G III.D.E,III.D.E,C.O.T,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
543,COMPAÑIA CUARTEL GENERAL DE LA IV.D.E,C.C.G IV.D.E (-),NO ENCONTRADO,NO ENCONTRADO,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
544,PELOTÓN DE RECONOCIMIENTO DE LA II.D.E,PEL.REC II D.E,II.D.E,C.O.T,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
545,PELOTÓN DE RECONOCIMIENTO DE LA IV.D.E,PEL.REC IV D.E,IV.D.E,C.O.T,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
546,GRUPOS DE TRABAJO CIVILES,G.T.C,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
547,"BATALLÓN DE MANTENIMIENTO ""QUISQUIS""",BAT.MTTO.COLOG,25 COLOG,C.L.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
548,GRUPO DE TRABAJO CELICA,G.T CELICA,NO ENCONTRADO,NO ENCONTRADO,LOJA,CELICA ,CELICA,LOJA  / CELICA  / CELICA,SIERRA
549,GRUPO DE TRABAJO PUENTES,G.T PUENTES,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,AMAGUANA,PICHINCHA  / QUITO  / AMAGUANA,SIERRA
550,GRUPO DE TRABAJO MANTA,G.T MANTA,NO ENCONTRADO,NO ENCONTRADO,MANABÍ,MANTA ,MANTA,MANABÍ / MANTA  / MANTA,COSTA
551,GRUPO DE TRABAJO ESMERALDAS,G.T ESMERALDAS,NO ENCONTRADO,NO ENCONTRADO,ESMERALDAS,ESMERALDAS ,ESMERALDAS,ESMERALDAS  / ESMERALDAS  / ESMERALDAS,COSTA
552,GRUPO DE TRABAJO FRONTERA NORTE,G.T F. NORTE,NO ENCONTRADO,NO ENCONTRADO,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
553,GRUPO DE TRABAJO SUCÃšA MACAS,G.T SUCUA-MACAS,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,MORONA ,MACAS,MORONA SANTIAGO  / MORONA  / MACAS,ORIENTE
554,"UNIDAD DE INGENIERÍA DE CONSTRUCCIONES ""NORTE""","U.E.C ""NORTE""",NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN BLAS,PICHINCHA  / QUITO  / SAN BLAS,SIERRA
555,GRUPOS DE TRABAJO DEL CEE,G.T C.E.E (-),NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
556,UNIDAD DE OPERACIONES DE PAZ RESTO DEL MUNDO,UOPAZ.RMUNDO,NO ENCONTRADO,NO ENCONTRADO,MONROVIA,MONROVIA ,MONROVIA,MONROVIA  / MONROVIA  / MONROVIA,FUERA DEL PAÍS
557,"BRIGADA DE INFANTERÍA NRO. 31 ""ANDES""",31 B.I,NO ENCONTRADO,NO ENCONTRADO,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
558,COMANDO Y ESTADO MAYOR NRO. 31,C.E.M 31,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
559,BATALLÓN DE TRANSPORTES DEL COLOG,BAT.TRP.COLOG,25 COLOG,C.L.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
560,PELOTÓN DE RECONOCIMIENTO DE LA I.D.E,PEL.REC I D.E,I.D.E,C.O.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
561,PELOTÓN DE RECONOCIMIENTO DE LA III.D.E,PEL.REC III D.E,III.D.E,C.O.T,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
562,"ESCUADRÓN DE RECONOCIMIENTO MECANIZADO NRO. 18 ""CAZADORES DE LOS RÍOS""",E.R.M 18,NO ENCONTRADO,NO ENCONTRADO,LOJA,LOJA ,LOJA,LOJA  / LOJA  / LOJA,SIERRA
563,DESTACAMENTO DE INTELIGENCIA AMAZONAS,D.I.A,NO ENCONTRADO,NO ENCONTRADO,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
564,"CENTRO DE INSTRUCCIÓN, ENTRENAMIENTO Y CERTIFICACIÓN DEL EJÉRCITO",C.I.E.C.E,NO ENCONTRADO,NO ENCONTRADO,GUAYAS,PLAYAS ,GENERAL VILLAMIL (PLAYAS),GUAYAS  / PLAYAS  / GENERAL VILLAMIL (PLAYAS),COSTA
565,COMPAÑIA LOGÍSTICA NRO. 25,C.LOG 25,25 COLOG,C.L.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
566,CUARTEL GENERAL NRO. 17,C.G 17,17 B.S,IV.D.E,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
567,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 1,C.I.C 1,1 B.I,III.D.E,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
568,DESTACAMENTO DE SEGURIDAD MILITAR NRO. 29,D.S.M 29,29 B.I.M,CC.FF.AA,PICHINCHA,QUITO ,CONOCOTO,PICHINCHA  / QUITO  / CONOCOTO,SIERRA
569,CUARTEL GENERAL NRO. 9,C.G 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
570,CUARTEL GENERAL NRO. 11,C.G 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,LIZARZABURU,CHIMBORAZO  / RIOBAMBA  / LIZARZABURU,SIERRA
571,PELOTÓN POLICÍA MILITAR DEL AGRUCOMGE,PPM.AGRUCOMGE,AGR.COM.GE,C.O.T,PICHINCHA,QUITO ,CHAUPICRUZ,PICHINCHA  / QUITO  / CHAUPICRUZ,SIERRA
572,CUARTEL GENERAL NRO. 1,C.G 1,1 B.I,III.D.E,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
573,COMPAÑIA ANTI-TANQUE NRO. 1,C.A.T 1,NO ENCONTRADO,NO ENCONTRADO,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
574,HOSPITAL DE BRIGADA NRO. 19,H.B 19,19 B.S,IV.D.E,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
575,POLICLÍNICO DEL AGRUCOMGE,POLIC. AGRUCOMGE,AGR.COM.GE,C.O.T,PICHINCHA,QUITO ,CHAUPICRUZ,PICHINCHA  / QUITO  / CHAUPICRUZ,SIERRA
576,CUARTEL GENERAL NRO. 7,C.G 7,7 B.I,III.D.E,LOJA,LOJA ,VALLE,LOJA  / LOJA  / VALLE,SIERRA
577,PELOTÓN POLICÍA MILITAR NRO. 29,P.P.M 29,29 B.I.M,CC.FF.AA,PICHINCHA,QUITO ,CONOCOTO,PICHINCHA  / QUITO  / CONOCOTO,SIERRA
578,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 13,C.I.C 13,13 B.I,I.D.E,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
579,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 5,C.I.C 5,5 B.I,II.D.E,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
580,COMANDO DE APOYO LOGÍSTICO NRO. 31,C.A.L 31,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
581,CENTRO DE EDUCACIÓN MILITAR,CEDMIL,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
582,CENTRO DE ESTUDIOS HISTÓRICOS,CEHIS,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
583,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 7,C.I.C 7,7 B.I,III.D.E,LOJA,LOJA ,VALLE,LOJA  / LOJA  / VALLE,SIERRA
584,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 25,C.I.C 25,25 COLOG,C.L.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
585,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 19,C.I.C 19,19 B.S,IV.D.E,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
586,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 11,C.I.C 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,LIZARZABURU,CHIMBORAZO  / RIOBAMBA  / LIZARZABURU,SIERRA
587,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 27,C.I.C 27,27 B.A,III.D.E,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
588,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 17,C.I.C 17,17 B.S,IV.D.E,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
589,COMPAÑIA DE COMUNICACIONES NRO. 31,C.C 31,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
590,PELOTÓN CANINO NRO. 9,PEL.CAN 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
591,"DISPENSARIO MÉDICO TIPO ""A"" NRO. 1",D.M.A 1,1 B.I,III.D.E,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
592,GRUPOS DE TRABAJO VIALES,G.T.V,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
593,"DISPENSARIO MÉDICO TIPO ""A"" NRO. 7",D.M.A 7,7 B.I,III.D.E,LOJA,LOJA ,VALLE,LOJA  / LOJA  / VALLE,SIERRA
594,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 31,C.I.C 31,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
595,CUARTEL GENERAL NRO. 19,C.G 19,19 B.S,IV.D.E,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
596,"DISPENSARIO MÉDICO TIPO ""B"" DE LA I.D.E",D.M.B I D.E,I.D.E,C.O.T,PICHINCHA,QUITO ,EL BEATERIO,PICHINCHA  / QUITO  / EL BEATERIO,SIERRA
